"","Wormbase.ID","Sequence.ID","Category.1","Category.2","Category.3","Automated.Description"
"112","WBGene00000902","F31F6.5","Signaling","Signaling: hedgehog-like","Signaling: hedgehog-like","daf-6 is an ortholog of human PTCHD1 and PTCHD4\; is involved in several processes, including anatomical structure morphogenesis, molting cycle, and negative regulation of transcription by RNA polymerase II\; localizes to the cytoplasmic vesicle and plasma membrane\; is expressed in several tissues, including the alimentary system, the epithelial system, the excretory system, the nervous system, and the reproductive system."
"113","WBGene00001062","R10D12.2","Transcription factor","Transcription factor: NHR","Transcription factor: NHR","dpr-1 is predicted to have DNA-binding activity transcription factor activity, sequence-specific DNA binding activity, and zinc ion binding activity."
"114","WBGene00001064","T14B4.6","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","dpy-2 is an ortholog of human COL5A1 (collagen type V alpha 1 chain), MARCO, and COL11A1 (collagen type XI alpha 1 chain)\; is predicted to be a structural constituent of collagen and cuticulin-based cuticle\; is involved in cuticle development involved in collagen and cuticulin-based cuticle molting cycle, post-embryonic body morphogenesis, and regulation of growth\; is expressed in head neurons and the pharynx."
"115","WBGene00001066","Y41E3.2","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","dpy-4 is an ortholog of human MARCO (macrophage receptor with collagenous structure)\; is predicted to be a structural constituent of cuticle\; is involved in cuticle development involved in collagen and cuticulin-based cuticle molting cycle."
"116","WBGene00001068","F16F9.2","Extracellular material","Extracellular material: PGI","Extracellular material: PGI","dpy-6 exhibits calmodulin binding activity."
"117","WBGene00001069","F46C8.6","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","dpy-7 is an ortholog of human COL22A1 (collagen type XXII alpha 1 chain), COL27A1 (collagen type XXVII alpha 1 chain), and SFTPD (surfactant protein D)\; is a structural constituent of collagen and cuticulin-based cuticle\; is involved in cuticle development involved in collagen and cuticulin-based cuticle molting cycle and post-embryonic body morphogenesis\; localizes to the annular furrow extracellular matrix\; is expressed in the epithelial system and the ventral cord blast cell."
"118","WBGene00001070","C31H2.2","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","dpy-8 is predicted to be a structural constituent of cuticle\; is involved in cuticle development involved in collagen and cuticulin-based cuticle molting cycle."
"119","WBGene00001071","T21D12.2","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","dpy-9 is predicted to be a structural constituent of cuticle."
"120","WBGene00001223","ZK616.10","Unassigned","Unassigned","Unassigned","ehn-3 is predicted to have nucleic acid binding activity\; is involved in gonad development and positive regulation of gene expression\; localizes to the nucleus\; is expressed in the somatic gonad precursor."
"121","WBGene00001424","F41G3.4","Metabolism","Metabolism: mitochondria","Metabolism: mitochondria: morphology","fis-1 is an ortholog of human FIS1 (fission, mitochondrial 1)\; localizes to the mitochondrial outer membrane."
"122","WBGene00001458","ZK525.1","Neuronal function","Neuronal function: synaptic function","Neuronal function: synaptic function: neuropeptide","flp-15 is expressed in several tissues, including the interfacial epithelial cell and the nervous system."
"123","WBGene00001605","T25C8.3","Pseudogene","Pseudogene","Pseudogene","gln-4 is enriched in the germ line and the male based on proteomic and RNA-seq studies\; is affected by several genes including eat-2, npr-1, and pgl-1 based on RNA-seq studies\; is affected by eight chemicals including methylmercuric chloride, manganese chloride, and stavudine based on microarray and RNA-seq studies."
"124","WBGene00001642","T15D6.3","Protein modification","Protein modification: carbohydrate","Protein modification: carbohydrate","gly-17 is an ortholog of human GCNT2 (glucosaminyl (N-acetyl) transferase 2 (I blood group)), GCNT4 (glucosaminyl (N-acetyl) transferase 4), and GCNT7 (glucosaminyl (N-acetyl) transferase 7)\; is predicted to have acetylglucosaminyltransferase activity\; human orthologs of this gene are implicated in cataract 13 with adult i phenotype."
"125","WBGene00001695","T18H9.1","Signaling","Signaling: hedgehog-like","Signaling: hedgehog-like","grd-6 is expressed in several tissues, including the excretory system and the nervous system\; is predicted to encode a protein with the following domain: Ground-like domain."
"126","WBGene00001697","C37C3.4","Signaling","Signaling: hedgehog-like","Signaling: hedgehog-like","grd-8 is expressed in the intestine and the nervous system\; is predicted to encode a protein with the following domain: Ground-like domain."
"127","WBGene00001725","Y65B4BR.6","Signaling","Signaling: hedgehog-like","Signaling: hedgehog-like","grl-16 is enriched in the hypodermis, the intestine, the nervous system, and the reproductive system based on proteomic, tiling array, RNA-seq, and microarray studies\; is affected by several genes including daf-16, daf-2, and glp-1 based on microarray, proteomic, and RNA-seq studies\; is affected by fifteen chemicals including hydrogen sulfide, 1-methylnicotinamide, and nicotinic acid based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domain: Ground-like domain."
"128","WBGene00001732","E02A10.2","Signaling","Signaling: hedgehog-like","Signaling: hedgehog-like","grl-23 is enriched in the FLP based on microarray studies\; is affected by several genes including daf-16, daf-2, and daf-12 based on microarray and RNA-seq studies\; is affected by eleven chemicals including methylmercuric chloride, Tunicamycin, and multi-walled carbon nanotube based on microarray and RNA-seq studies."
"129","WBGene00001852","C30G7.1","Transcription: chromatin","Transcription: chromatin structure","Transcription: chromatin structure: histone","hil-1 is an ortholog of human H1F0 (H1 histone 0)\; is predicted to have DNA binding activity\; is involved in several processes, including body morphogenesis, growth, and locomotion\; localizes to the intermediate filament cytoskeleton and nucleolus\; is expressed in several tissues, including the excretory secretory system and the muscular system."
"130","WBGene00001883","ZK131.3","Transcription: chromatin","Transcription: chromatin structure","Transcription: chromatin structure: histone","his-9 is predicted to have DNA binding activity and protein heterodimerization activity\; is expressed widely."
"131","WBGene00001907","F17E9.13","Transcription: chromatin","Transcription: chromatin structure","Transcription: chromatin structure: histone","his-33 is an ortholog of human HIST2H2AA4 (histone cluster 2 H2A a4), HIST1H2AJ (histone cluster 1 H2A j), and HIST1H2AE (histone cluster 1 H2A e)\; is predicted to have DNA binding activity and protein heterodimerization activity."
"132","WBGene00001931","F54E12.5","Transcription: chromatin","Transcription: chromatin structure","Transcription: chromatin structure: histone","his-57 is an ortholog of human HIST2H2AA4 (histone cluster 2 H2A a4), HIST1H2AJ (histone cluster 1 H2A j), and HIST1H2AE (histone cluster 1 H2A e)\; is predicted to have DNA binding activity and protein heterodimerization activity."
"133","WBGene00001932","F54E12.4","Transcription: chromatin","Transcription: chromatin structure","Transcription: chromatin structure: histone","his-58 is an ortholog of human HIST1H2BF (histone cluster 1 H2B f), HIST3H2BB (histone cluster 3 H2B b), and HIST1H2BB (histone cluster 1 H2B b)\; is predicted to have DNA binding activity and protein heterodimerization activity."
"134","WBGene00001944","E03A3.4","Transcription: chromatin","Transcription: chromatin structure","Transcription: chromatin structure: histone","his-70 is an ortholog of human CENPA (centromere protein A), HIST2H3A (histone cluster 2 H3 a), and HIST2H3PS2 (histone cluster 2 H3 pseudogene 2)\; is predicted to have DNA binding activity and protein heterodimerization activity."
"135","WBGene00001967","F31A3.2","Transcription factor","Transcription factor: bHLH","Transcription factor: bHLH","hlh-28 is predicted to have protein dimerization activity\; is expressed in several tissues, including MS, the E, the Ea, the Ep, and the MSa."
"136","WBGene00001976","T05A7.4","Transcription: chromatin","Transcription: chromatin structure","Transcription: chromatin structure: HMG protein","hmg-11 is predicted to have DNA binding activity\; is expressed in several tissues, including the ABalaaa, the alimentary system, the muscular system, the nervous system, and the reproductive system."
"137","WBGene00002013","F38E11.2","Stress response","Stress response: heat","Stress response: heat","hsp-12.6 is an ortholog of human CRYAA (crystallin alpha A), CRYAB (crystallin alpha B), and HSPB2 (heat shock protein family B (small) member 2)\; exhibits identical protein binding activity and unfolded protein binding activity\; colocalizes with the cytoplasm\; is expressed in the hypodermis, the intestine, the muscular system, and the reproductive system."
"138","WBGene00002053","F10C1.2","Cytoskeleton","Cytoskeleton: intermediate filament protein","Cytoskeleton: intermediate filament protein","ifb-1 is an ortholog of human LMNB2 (lamin B2)\; is predicted to have structural molecule activity\; localizes to the apical plasma membrane\; is expressed in several tissues, including the alimentary system, the epithelial system, the excretory secretory system, the nervous system, and the reproductive system\; human orthologs of this gene are implicated in several diseases, including Charcot-Marie-Tooth disease (multiple), eye disease (multiple), and hypotrichosis (multiple)."
