source,term_name,term_id,adjusted_p_value,negative_log10_of_adjusted_p_value,term_size,query_size,intersection_size,effective_domain_size,intersections
HP,Limb muscle weakness,HP:0003690,1,0,269,72,9,3143,"WBGENE00002260,WBGENE00004507,WBGENE00009695,WBGENE00010254,WBGENE00012233,WBGENE00012516,WBGENE00013184,WBGENE00016778,WBGENE00019406"
HP,Scapular winging,HP:0003691,1,0,56,72,5,3143,"WBGENE00008527,WBGENE00009695,WBGENE00012233,WBGENE00012516,WBGENE00013184"
HP,Distal amyotrophy,HP:0003693,1,0,264,72,14,3143,"WBGENE00002260,WBGENE00008464,WBGENE00008883,WBGENE00010254,WBGENE00010692,WBGENE00012516,WBGENE00015893,WBGENE00016541,WBGENE00016778,WBGENE00017050,WBGENE00019086,WBGENE00019562,WBGENE00020071,WBGENE00022707"
HP,Difficulty standing,HP:0003698,1,0,193,72,9,3143,"WBGENE00001062,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00006471,WBGENE00008158,WBGENE00010017,WBGENE00013067,WBGENE00021617"
HP,Generalized amyotrophy,HP:0003700,1,0,74,72,4,3143,"WBGENE00004507,WBGENE00012516,WBGENE00019406,WBGENE00020354"
HP,Proximal muscle weakness,HP:0003701,1,0,249,72,8,3143,"WBGENE00004507,WBGENE00009695,WBGENE00010254,WBGENE00011779,WBGENE00012233,WBGENE00012516,WBGENE00013184,WBGENE00019406"
HP,Calf muscle pseudohypertrophy,HP:0003707,1,0,187,72,9,3143,"WBGENE00001062,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00006471,WBGENE00008158,WBGENE00010017,WBGENE00013067,WBGENE00021617"
HP,Skeletal muscle hypertrophy,HP:0003712,1,0,353,72,15,3143,"WBGENE00001062,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00006471,WBGENE00008158,WBGENE00008527,WBGENE00009695,WBGENE00010017,WBGENE00010254,WBGENE00011779,WBGENE00012233,WBGENE00013067,WBGENE00013184,WBGENE00021617"
HP,Neck flexor weakness,HP:0003722,1,0,20,72,1,3143,WBGENE00004507
HP,Exercise-induced myalgia,HP:0003738,1,0,26,72,1,3143,WBGENE00019406
HP,Congenital muscular dystrophy,HP:0003741,1,0,19,72,1,3143,WBGENE00011779
HP,Sporadic,HP:0003745,1,0,87,72,1,3143,WBGENE00008527
HP,Pelvic girdle muscle weakness,HP:0003749,1,0,34,72,1,3143,WBGENE00004507
HP,Reduced subcutaneous adipose tissue,HP:0003758,1,0,219,72,10,3143,"WBGENE00001062,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00006471,WBGENE00008158,WBGENE00010017,WBGENE00013067,WBGENE00020354,WBGENE00021617"
HP,Nevus,HP:0003764,1,0,127,72,2,3143,"WBGENE00008527,WBGENE00020354"
HP,Stage 5 chronic kidney disease,HP:0003774,1,0,127,72,1,3143,WBGENE00000002
HP,Excessive salivation,HP:0003781,1,0,91,72,4,3143,"WBGENE00004750,WBGENE00006556,WBGENE00006557,WBGENE00006559"
HP,Limb-girdle muscle atrophy,HP:0003797,1,0,31,72,3,3143,"WBGENE00009695,WBGENE00012233,WBGENE00013184"
HP,Type 1 muscle fiber predominance,HP:0003803,1,0,39,72,1,3143,WBGENE00004507
HP,Rimmed vacuoles,HP:0003805,1,0,21,72,1,3143,WBGENE00012516
HP,Abnormal muscle tone,HP:0003808,1,0,1919,72,43,3143,"WBGENE00000002,WBGENE00000213,WBGENE00001062,WBGENE00001500,WBGENE00001642,WBGENE00001695,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00004026,WBGENE00004507,WBGENE00004750,WBGENE00006471,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00006953,WBGENE00007699,WBGENE00008158,WBGENE00008464,WBGENE00008527,WBGENE00008883,WBGENE00009695,WBGENE00010017,WBGENE00010254,WBGENE00010692,WBGENE00011779,WBGENE00012233,WBGENE00012516,WBGENE00013067,WBGENE00013184,WBGENE00014128,WBGENE00015893,WBGENE00016541,WBGENE00016778,WBGENE00017050,WBGENE00019086,WBGENE00019406,WBGENE00019562,WBGENE00020071,WBGENE00020354,WBGENE00021617,WBGENE00022707"
HP,Neonatal death,HP:0003811,1,0,248,72,13,3143,"WBGENE00001062,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00004750,WBGENE00006471,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00008158,WBGENE00010017,WBGENE00013067,WBGENE00021617"
HP,Phenotypic variability,HP:0003812,1,0,85,72,2,3143,"WBGENE00001695,WBGENE00006953"
HP,Death in childhood,HP:0003819,1,0,132,72,1,3143,WBGENE00019406
HP,Variable expressivity,HP:0003828,1,0,85,72,2,3143,"WBGENE00001695,WBGENE00006953"
HP,Typified by incomplete penetrance,HP:0003829,1,0,346,72,14,3143,"WBGENE00001062,WBGENE00001695,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00006471,WBGENE00006953,WBGENE00007977,WBGENE00008158,WBGENE00008527,WBGENE00010017,WBGENE00013067,WBGENE00016777,WBGENE00021617"
HP,Slowly progressive,HP:0003677,1,0,143,72,2,3143,"WBGENE00002260,WBGENE00016778"
HP,Stippled calcification of the shoulder,HP:0003836,1,0,4,72,1,3143,WBGENE00007753
HP,Progressive,HP:0003676,1,0,339,72,16,3143,"WBGENE00000788,WBGENE00001500,WBGENE00008464,WBGENE00008527,WBGENE00008883,WBGENE00010692,WBGENE00012516,WBGENE00013072,WBGENE00015893,WBGENE00016306,WBGENE00016541,WBGENE00017050,WBGENE00019086,WBGENE00019562,WBGENE00020071,WBGENE00022707"
HP,Foam cells,HP:0003651,1,0,15,72,1,3143,WBGENE00000213
HP,Paralysis,HP:0003470,1,0,161,72,3,3143,"WBGENE00008527,WBGENE00010254,WBGENE00012516"
HP,Hypocalcemic tetany,HP:0003472,1,0,19,72,1,3143,WBGENE00007753
HP,Fatigable weakness,HP:0003473,1,0,134,72,5,3143,"WBGENE00004507,WBGENE00010254,WBGENE00011779,WBGENE00012516,WBGENE00019406"
HP,Somatic sensory dysfunction,HP:0003474,1,0,396,72,8,3143,"WBGENE00001695,WBGENE00002260,WBGENE00004026,WBGENE00006953,WBGENE00009695,WBGENE00012233,WBGENE00013184,WBGENE00016778"
HP,Upper limb muscle weakness,HP:0003484,1,0,96,72,2,3143,"WBGENE00004507,WBGENE00010254"
HP,Babinski sign,HP:0003487,1,0,273,72,11,3143,"WBGENE00000788,WBGENE00001500,WBGENE00002260,WBGENE00009695,WBGENE00011779,WBGENE00012233,WBGENE00012516,WBGENE00013072,WBGENE00013184,WBGENE00016306,WBGENE00019406"
HP,Antinuclear antibody positivity,HP:0003493,1,0,54,72,2,3143,"WBGENE00000002,WBGENE00016778"
HP,Increased circulating IgM level,HP:0003496,1,0,29,72,1,3143,WBGENE00016778
HP,Disproportionate short stature,HP:0003498,1,0,161,72,10,3143,"WBGENE00001642,WBGENE00001695,WBGENE00004750,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00006953,WBGENE00008527,WBGENE00013072,WBGENE00016306"
HP,Proportionate short stature,HP:0003508,1,0,131,72,5,3143,"WBGENE00001642,WBGENE00004750,WBGENE00006556,WBGENE00006557,WBGENE00006559"
HP,Severe short stature,HP:0003510,1,0,95,72,5,3143,"WBGENE00001642,WBGENE00004750,WBGENE00006556,WBGENE00006557,WBGENE00006559"
HP,Disproportionate short-trunk short stature,HP:0003521,1,0,50,72,5,3143,"WBGENE00001642,WBGENE00004750,WBGENE00006556,WBGENE00006557,WBGENE00006559"
HP,Ornithinuria,HP:0003532,1,0,5,72,1,3143,WBGENE00000002
HP,Exercise intolerance,HP:0003546,1,0,121,72,5,3143,"WBGENE00004750,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00019406"
HP,Shoulder girdle muscle weakness,HP:0003547,1,0,48,72,1,3143,WBGENE00004507
HP,Abnormality of connective tissue,HP:0003549,1,0,1413,72,44,3143,"WBGENE00001062,WBGENE00001642,WBGENE00001695,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00003701,WBGENE00004026,WBGENE00004507,WBGENE00004750,WBGENE00006416,WBGENE00006471,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00006953,WBGENE00007699,WBGENE00007753,WBGENE00008158,WBGENE00008186,WBGENE00008464,WBGENE00008527,WBGENE00008883,WBGENE00009695,WBGENE00010017,WBGENE00010692,WBGENE00011779,WBGENE00012233,WBGENE00013067,WBGENE00013072,WBGENE00013184,WBGENE00015893,WBGENE00016306,WBGENE00016541,WBGENE00016778,WBGENE00017050,WBGENE00019086,WBGENE00019406,WBGENE00019562,WBGENE00020071,WBGENE00020354,WBGENE00021617,WBGENE00022707,WBGENE00044662"
HP,Difficulty climbing stairs,HP:0003551,1,0,56,72,4,3143,"WBGENE00009695,WBGENE00010254,WBGENE00012233,WBGENE00013184"
HP,Muscle fiber splitting,HP:0003555,1,0,27,72,3,3143,"WBGENE00009695,WBGENE00012233,WBGENE00013184"
HP,Increased variability in muscle fiber diameter,HP:0003557,1,0,91,72,4,3143,"WBGENE00009695,WBGENE00012233,WBGENE00012516,WBGENE00013184"
HP,Muscular dystrophy,HP:0003560,1,0,73,72,4,3143,"WBGENE00009695,WBGENE00011779,WBGENE00012233,WBGENE00013184"
HP,Elevated erythrocyte sedimentation rate,HP:0003565,1,0,41,72,1,3143,WBGENE00004026
HP,Congenital onset,HP:0003577,1,0,1105,72,34,3143,"WBGENE00001062,WBGENE00001642,WBGENE00001695,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00004507,WBGENE00004750,WBGENE00006471,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00006953,WBGENE00007699,WBGENE00007753,WBGENE00008158,WBGENE00008464,WBGENE00008527,WBGENE00008883,WBGENE00010017,WBGENE00010692,WBGENE00011779,WBGENE00013067,WBGENE00015893,WBGENE00016541,WBGENE00016778,WBGENE00017050,WBGENE00019086,WBGENE00019406,WBGENE00019562,WBGENE00019613,WBGENE00020071,WBGENE00021617,WBGENE00022707"
HP,Infantile onset,HP:0003593,1,0,1169,72,23,3143,"WBGENE00000002,WBGENE00000213,WBGENE00001062,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00004026,WBGENE00004750,WBGENE00006471,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00007699,WBGENE00007753,WBGENE00007887,WBGENE00008158,WBGENE00008527,WBGENE00010017,WBGENE00011779,WBGENE00013067,WBGENE00019406,WBGENE00020354,WBGENE00021617"
HP,Middle age onset,HP:0003596,1,0,231,72,7,3143,"WBGENE00000213,WBGENE00001500,WBGENE00009695,WBGENE00010254,WBGENE00012233,WBGENE00013184,WBGENE00016778"
HP,Foam cells with lamellar inclusion bodies,HP:0003609,1,0,3,72,1,3143,WBGENE00000213
HP,Juvenile onset,HP:0003621,1,0,816,72,30,3143,"WBGENE00000213,WBGENE00001062,WBGENE00001500,WBGENE00002260,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00003701,WBGENE00004026,WBGENE00006471,WBGENE00007753,WBGENE00007977,WBGENE00008158,WBGENE00008464,WBGENE00008527,WBGENE00008883,WBGENE00009695,WBGENE00010017,WBGENE00010692,WBGENE00012233,WBGENE00013067,WBGENE00013184,WBGENE00015893,WBGENE00016541,WBGENE00017050,WBGENE00019086,WBGENE00019562,WBGENE00020071,WBGENE00021617,WBGENE00022707"
HP,Neonatal onset,HP:0003623,1,0,650,72,16,3143,"WBGENE00001062,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00006471,WBGENE00007753,WBGENE00007977,WBGENE00008158,WBGENE00008527,WBGENE00010017,WBGENE00013067,WBGENE00014128,WBGENE00019406,WBGENE00019613,WBGENE00020354,WBGENE00021617"
HP,Loss of subcutaneous adipose tissue in limbs,HP:0003635,1,0,180,72,9,3143,"WBGENE00001062,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00006471,WBGENE00008158,WBGENE00010017,WBGENE00013067,WBGENE00021617"
HP,Prolonged partial thromboplastin time,HP:0003645,1,0,54,72,1,3143,WBGENE00014128
HP,Onset,HP:0003674,1,0,2386,72,54,3143,"WBGENE00000002,WBGENE00000213,WBGENE00000788,WBGENE00001062,WBGENE00001500,WBGENE00001642,WBGENE00001695,WBGENE00002260,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00003701,WBGENE00004026,WBGENE00004507,WBGENE00004750,WBGENE00006471,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00006953,WBGENE00007699,WBGENE00007753,WBGENE00007887,WBGENE00007977,WBGENE00008158,WBGENE00008464,WBGENE00008527,WBGENE00008883,WBGENE00009695,WBGENE00010017,WBGENE00010254,WBGENE00010692,WBGENE00011779,WBGENE00012233,WBGENE00013067,WBGENE00013072,WBGENE00013184,WBGENE00013797,WBGENE00014128,WBGENE00015893,WBGENE00016306,WBGENE00016541,WBGENE00016778,WBGENE00017050,WBGENE00019086,WBGENE00019406,WBGENE00019562,WBGENE00019613,WBGENE00020071,WBGENE00020354,WBGENE00021221,WBGENE00021617,WBGENE00022446,WBGENE00022707"
HP,Abnormality of upper limb epiphysis morphology,HP:0003839,1,0,73,72,3,3143,"WBGENE00001695,WBGENE00006953,WBGENE00008527"
HP,Flared upper limb metaphysis,HP:0003849,1,0,10,72,1,3143,WBGENE00008527
HP,Upper limb metaphyseal widening,HP:0003856,1,0,11,72,1,3143,WBGENE00008527
HP,Abnormal vitreous humor morphology,HP:0004327,1,0,58,72,5,3143,"WBGENE00003701,WBGENE00008186,WBGENE00009695,WBGENE00012233,WBGENE00013184"
HP,Abnormal anterior eye segment morphology,HP:0004328,1,0,921,72,18,3143,"WBGENE00001500,WBGENE00001642,WBGENE00001695,WBGENE00003701,WBGENE00004026,WBGENE00004750,WBGENE00006416,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00006953,WBGENE00008186,WBGENE00008527,WBGENE00011779,WBGENE00014128,WBGENE00019406,WBGENE00019613,WBGENE00044734"
HP,Abnormal posterior eye segment morphology,HP:0004329,1,0,1126,72,31,3143,"WBGENE00000213,WBGENE00001642,WBGENE00001695,WBGENE00003701,WBGENE00004026,WBGENE00004750,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00006953,WBGENE00007699,WBGENE00007753,WBGENE00008186,WBGENE00008464,WBGENE00008527,WBGENE00008883,WBGENE00009695,WBGENE00010692,WBGENE00011779,WBGENE00012233,WBGENE00013184,WBGENE00014128,WBGENE00015893,WBGENE00016541,WBGENE00017050,WBGENE00019086,WBGENE00019406,WBGENE00019562,WBGENE00020071,WBGENE00020354,WBGENE00022707"
HP,Decreased skull ossification,HP:0004331,1,0,44,72,1,3143,WBGENE00007699
HP,Abnormal lymphocyte morphology,HP:0004332,1,0,156,72,4,3143,"WBGENE00004750,WBGENE00006556,WBGENE00006557,WBGENE00006559"
HP,Bone-marrow foam cells,HP:0004333,1,0,9,72,1,3143,WBGENE00000213
HP,Dermal atrophy,HP:0004334,1,0,72,72,3,3143,"WBGENE00007753,WBGENE00013072,WBGENE00016306"
HP,Abnormal circulating sulfur amino acid concentration,HP:0004339,1,0,25,72,1,3143,WBGENE00006416
HP,Weakness of muscles of respiration,HP:0004347,1,0,78,72,1,3143,WBGENE00019406
HP,Abnormality of bone mineral density,HP:0004348,1,0,768,72,23,3143,"WBGENE00000002,WBGENE00000213,WBGENE00001062,WBGENE00001642,WBGENE00001756,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00006471,WBGENE00007753,WBGENE00008158,WBGENE00008527,WBGENE00010017,WBGENE00012516,WBGENE00013067,WBGENE00013072,WBGENE00016306,WBGENE00016777,WBGENE00016778,WBGENE00018911,WBGENE00018912,WBGENE00021617,WBGENE00044662"
HP,Reduced bone mineral density,HP:0004349,1,0,708,72,20,3143,"WBGENE00000002,WBGENE00000213,WBGENE00001062,WBGENE00001642,WBGENE00001756,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00006471,WBGENE00007753,WBGENE00008158,WBGENE00008527,WBGENE00010017,WBGENE00013067,WBGENE00016777,WBGENE00016778,WBGENE00018911,WBGENE00018912,WBGENE00021617,WBGENE00044662"
HP,Abnormal circulating carboxylic acid concentration,HP:0004354,1,0,593,72,15,3143,"WBGENE00000002,WBGENE00001062,WBGENE00003662,WBGENE00003671,WBGENE00006416,WBGENE00006471,WBGENE00008158,WBGENE00008527,WBGENE00010017,WBGENE00013067,WBGENE00014128,WBGENE00016778,WBGENE00019406,WBGENE00019613,WBGENE00021617"
HP,Abnormal circulating fatty-acid concentration,HP:0004359,1,0,82,72,2,3143,"WBGENE00014128,WBGENE00019406"
HP,Abnormality of acid-base homeostasis,HP:0004360,1,0,438,72,2,3143,"WBGENE00000002,WBGENE00019406"
HP,Abnormality of enteric ganglion morphology,HP:0004362,1,0,97,72,6,3143,"WBGENE00004750,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00008527,WBGENE00016778"
HP,Abnormal circulating calcium concentration,HP:0004363,1,0,314,72,15,3143,"WBGENE00001062,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00004750,WBGENE00006471,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00007753,WBGENE00008158,WBGENE00008527,WBGENE00010017,WBGENE00013067,WBGENE00021617"
HP,Abnormal circulating nitrogen compound concentration,HP:0004364,1,0,410,72,11,3143,"WBGENE00000002,WBGENE00001062,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00006471,WBGENE00008158,WBGENE00010017,WBGENE00013067,WBGENE00019406,WBGENE00021617"
HP,Abnormality of temperature regulation,HP:0004370,1,0,545,72,18,3143,"WBGENE00001062,WBGENE00001695,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00004026,WBGENE00004750,WBGENE00006471,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00006953,WBGENE00007753,WBGENE00008158,WBGENE00010017,WBGENE00013067,WBGENE00019406,WBGENE00021617"
HP,Reduced consciousness/confusion,HP:0004372,1,0,605,72,20,3143,"WBGENE00000002,WBGENE00000788,WBGENE00001062,WBGENE00001695,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00004507,WBGENE00006471,WBGENE00006953,WBGENE00008158,WBGENE00008527,WBGENE00010017,WBGENE00011779,WBGENE00013067,WBGENE00013072,WBGENE00016306,WBGENE00016778,WBGENE00019406,WBGENE00021617"
HP,Focal dystonia,HP:0004373,1,0,143,72,2,3143,"WBGENE00001500,WBGENE00008527"
HP,Hemiplegia/hemiparesis,HP:0004374,1,0,193,72,7,3143,"WBGENE00004750,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00007753,WBGENE00011779,WBGENE00014128"
HP,Neoplasm of the nervous system,HP:0004375,1,0,129,72,1,3143,WBGENE00008527
HP,Neuroblastic tumor,HP:0004376,1,0,38,72,1,3143,WBGENE00008527
HP,Hematological neoplasm,HP:0004377,1,0,351,72,11,3143,"WBGENE00000213,WBGENE00001062,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00006471,WBGENE00008158,WBGENE00008527,WBGENE00010017,WBGENE00013067,WBGENE00021617"
HP,Abnormality of the anus,HP:0004378,1,0,184,72,8,3143,"WBGENE00001695,WBGENE00004750,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00006953,WBGENE00008527,WBGENE00011779"
HP,Abnormality of alkaline phosphatase level,HP:0004379,1,0,346,72,12,3143,"WBGENE00001062,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00006471,WBGENE00007753,WBGENE00008158,WBGENE00010017,WBGENE00012516,WBGENE00013067,WBGENE00016778,WBGENE00021617"
HP,Hypoplastic left heart,HP:0004383,1,0,60,72,4,3143,"WBGENE00004750,WBGENE00006556,WBGENE00006557,WBGENE00006559"
HP,Gastrointestinal inflammation,HP:0004386,1,0,140,72,1,3143,WBGENE00016778
HP,Malnutrition,HP:0004395,1,0,38,72,1,3143,WBGENE00000002
HP,Cachexia,HP:0004326,1,0,56,72,1,3143,WBGENE00019406
HP,Decreased body weight,HP:0004325,1,0,1356,72,41,3143,"WBGENE00000002,WBGENE00000213,WBGENE00001062,WBGENE00001642,WBGENE00001695,WBGENE00001756,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00004026,WBGENE00004507,WBGENE00004750,WBGENE00006471,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00006953,WBGENE00007699,WBGENE00007753,WBGENE00008158,WBGENE00008464,WBGENE00008527,WBGENE00008883,WBGENE00010017,WBGENE00010692,WBGENE00013067,WBGENE00014128,WBGENE00015893,WBGENE00016541,WBGENE00016778,WBGENE00017050,WBGENE00018911,WBGENE00018912,WBGENE00019086,WBGENE00019406,WBGENE00019562,WBGENE00020071,WBGENE00020354,WBGENE00021617,WBGENE00022707,WBGENE00044734"
HP,Increased body weight,HP:0004324,1,0,601,72,22,3143,"WBGENE00000002,WBGENE00001062,WBGENE00001642,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00003701,WBGENE00004026,WBGENE00004750,WBGENE00006471,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00007753,WBGENE00008158,WBGENE00008186,WBGENE00008527,WBGENE00010017,WBGENE00013067,WBGENE00013072,WBGENE00016306,WBGENE00021617"
HP,Abnormality of body weight,HP:0004323,1,0,1581,72,45,3143,"WBGENE00000002,WBGENE00000213,WBGENE00001062,WBGENE00001642,WBGENE00001695,WBGENE00001756,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00003701,WBGENE00004026,WBGENE00004507,WBGENE00004750,WBGENE00006471,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00006953,WBGENE00007699,WBGENE00007753,WBGENE00008158,WBGENE00008186,WBGENE00008464,WBGENE00008527,WBGENE00008883,WBGENE00010017,WBGENE00010692,WBGENE00013067,WBGENE00013072,WBGENE00014128,WBGENE00015893,WBGENE00016306,WBGENE00016541,WBGENE00016778,WBGENE00017050,WBGENE00018911,WBGENE00018912,WBGENE00019086,WBGENE00019406,WBGENE00019562,WBGENE00020071,WBGENE00020354,WBGENE00021617,WBGENE00022707,WBGENE00044734"
HP,Abnormal humeral metaphysis morphology,HP:0003907,1,0,24,72,1,3143,WBGENE00008527
HP,Flared humeral metaphysis,HP:0003911,1,0,10,72,1,3143,WBGENE00008527
HP,Stippled calcification of the elbow,HP:0003941,1,0,4,72,1,3143,WBGENE00007753
HP,Bowed forearm bones,HP:0003956,1,0,48,72,3,3143,"WBGENE00001695,WBGENE00006953,WBGENE00007977"
HP,Abnormality of the radial head,HP:0003995,1,0,30,72,4,3143,"WBGENE00004750,WBGENE00006556,WBGENE00006557,WBGENE00006559"
HP,Absent hand,HP:0004050,1,0,21,72,4,3143,"WBGENE00004750,WBGENE00006556,WBGENE00006557,WBGENE00006559"
HP,Deviation of finger,HP:0004097,1,0,402,72,9,3143,"WBGENE00001642,WBGENE00001695,WBGENE00004750,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00006953,WBGENE00007977,WBGENE00008527"
HP,Abnormal 2nd finger morphology,HP:0004100,1,0,41,72,2,3143,"WBGENE00001695,WBGENE00006953"
HP,Midline defect of the nose,HP:0004122,1,0,22,72,4,3143,"WBGENE00004750,WBGENE00006556,WBGENE00006557,WBGENE00006559"
HP,Abnormal 3rd finger morphology,HP:0004150,1,0,56,72,6,3143,"WBGENE00001695,WBGENE00004750,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00006953"
HP,Abnormal 5th finger morphology,HP:0004207,1,0,404,72,8,3143,"WBGENE00001642,WBGENE00001695,WBGENE00004750,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00006953,WBGENE00008527"
HP,Clinodactyly of the 5th finger,HP:0004209,1,0,319,72,8,3143,"WBGENE00001642,WBGENE00001695,WBGENE00004750,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00006953,WBGENE00008527"
HP,Advanced ossification of carpal bones,HP:0004233,1,0,29,72,2,3143,"WBGENE00001642,WBGENE00008527"
HP,Abnormality of the scaphoid,HP:0004243,1,0,18,72,2,3143,"WBGENE00001695,WBGENE00006953"
HP,Abnormal vertebral morphology,HP:0003468,1,0,568,72,20,3143,"WBGENE00001062,WBGENE00001642,WBGENE00001695,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00004750,WBGENE00006471,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00006953,WBGENE00007753,WBGENE00008158,WBGENE00008527,WBGENE00010017,WBGENE00013067,WBGENE00016777,WBGENE00021617,WBGENE00044662"
HP,Abnormality of the trapezium,HP:0004252,1,0,18,72,2,3143,"WBGENE00001695,WBGENE00006953"
HP,Synostosis involving bones of the hand,HP:0004278,1,0,46,72,2,3143,"WBGENE00001695,WBGENE00006953"
HP,Short palm,HP:0004279,1,0,76,72,2,3143,"WBGENE00001695,WBGENE00006953"
HP,Narrow palm,HP:0004283,1,0,14,72,1,3143,WBGENE00008527
HP,Pseudoepiphyses of hand bones,HP:0004288,1,0,23,72,1,3143,WBGENE00008527
HP,Abnormality of the biliary system,HP:0004297,1,0,601,72,17,3143,"WBGENE00000213,WBGENE00001062,WBGENE00003662,WBGENE00003671,WBGENE00004750,WBGENE00006471,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00008158,WBGENE00008527,WBGENE00010017,WBGENE00013067,WBGENE00014128,WBGENE00016778,WBGENE00021617,WBGENE00044734"
HP,Abnormality of the abdominal wall,HP:0004298,1,0,570,72,17,3143,"WBGENE00001062,WBGENE00001642,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00004750,WBGENE00006416,WBGENE00006471,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00008158,WBGENE00008527,WBGENE00010017,WBGENE00013067,WBGENE00021617,WBGENE00044662"
